Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount
CLM010715,CUST019465,POL0784854,48,Female,East,Auto,4356.69,38304.77,31324.6,Property,363,11.89,No,Approved,26604.66
CLM010716,CUST011279,POL0082781,62,Female,South,Home,1512.6,94652.96,45493.91,Theft,390,51.94,No,Approved,29362.02
CLM010717,CUST005374,POL0496148,64,Male,West,Home,1377.31,11310.69,6007.6,Theft,584,86.87,Yes,Under Review,3909.15
CLM010718,CUST017813,POL0530922,57,Female,South,Home,4862.23,96173.65,20576.4,Medical,843,64.17,No,Rejected,14533.45
CLM010719,CUST012898,POL0570226,23,Male,West,Life,1855.89,20392.02,22246.68,Theft,692,65.9,No,Approved,15694.63
CLM010720,CUST019511,POL0216269,78,Female,North,Health,2138.67,37609.35,28825.03,Property,815,85.66,Yes,Under Review,20900.02
CLM010721,CUST019223,POL0717876,52,Female,North,Life,3730.34,75981.21,4464.19,Property,455,57.47,No,Approved,3735.86
CLM010722,CUST005237,POL0104055,37,Male,North,Health,2771.37,74660.56,8006.56,Medical,580,25.29,No,Approved,5215.19
CLM010723,CUST006572,POL0583020,30,Female,West,Life,3050.4,37489.57,15682.63,Medical,352,79.55,Yes,Under Review,9218.8
CLM010724,CUST017219,POL0517042,47,Female,North,Life,1169.68,10128.54,49160.19,Accident,659,35.03,No,Approved,27906.52
CLM010725,CUST004545,POL0509860,43,Female,West,Auto,3731.67,21935.44,31806.1,Theft,820,49.75,No,Approved,18484.81
CLM010726,CUST019061,POL0322616,67,Male,West,Life,4364.44,92162.81,16363.5,Theft,551,72.89,No,Approved,13477.6
CLM010727,CUST010502,POL0218496,57,Male,South,Auto,4568.01,88141.1,1170.52,Medical,546,35.9,No,Rejected,905.06
CLM010728,CUST006735,POL0479193,46,Female,South,Home,4245.57,95901.34,49793.74,Accident,760,62.15,No,Approved,37467.74
CLM010729,CUST017812,POL0038869,44,Female,East,Home,1997.19,14392.61,35059.02,Accident,613,74.54,No,Approved,21746.68
CLM010730,CUST012818,POL0434344,61,Female,West,Home,361.85,36722.46,15955.95,Medical,799,99.85,Yes,Under Review,11394.13
CLM010731,CUST017748,POL0699655,64,Male,South,Auto,4805.62,57559.33,40366.23,Property,602,17.16,No,Approved,34337.84
CLM010732,CUST006884,POL0373581,48,Female,East,Health,2595.41,6997.93,9778.12,Theft,840,78.17,Yes,Under Review,7450.41
CLM010733,CUST005366,POL0029901,42,Female,South,Life,4747.68,37268.71,11254.83,Property,706,11.02,No,Rejected,10198.44
CLM010734,CUST002891,POL0576098,72,Male,South,Life,1753.9,63478.73,3950.97,Theft,667,59.35,No,Approved,2361.38
CLM010735,CUST015615,POL0146381,68,Female,West,Life,1904.96,86497.13,23738.23,Medical,342,74.16,No,Approved,20093.45
CLM010736,CUST013525,POL0688888,63,Female,North,Home,4844.14,23408.94,8548.1,Accident,768,95.5,Yes,Under Review,7130.28
CLM010737,CUST015994,POL0228572,25,Female,North,Home,213.12,13716.41,36066.42,Accident,753,61.74,No,Approved,22261.58
CLM010738,CUST012593,POL0257368,64,Male,South,Home,2207.76,21995.42,23392.67,Accident,368,17.71,No,Rejected,21285.27
CLM010739,CUST003094,POL0092370,45,Female,West,Health,2923.22,57737.02,35463.24,Property,492,63.31,No,Approved,29592.68
CLM010740,CUST017034,POL0514576,67,Female,South,Auto,1518.48,75519.82,23834.22,Property,830,96.09,Yes,Under Review,14340.82
CLM010741,CUST016992,POL0577885,55,Male,South,Home,4524.62,92534.72,21367.95,Property,573,10.78,No,Approved,10939.65
CLM010742,CUST001781,POL0455548,48,Male,West,Life,2618.01,61277.35,46200.87,Theft,481,31.19,No,Approved,38407.08
CLM010743,CUST004779,POL0116709,61,Female,East,Health,2412.87,53099.76,1804.13,Accident,552,33.01,No,Approved,1077.77
CLM010744,CUST003378,POL0303960,22,Male,West,Auto,854.34,66184.02,33502.95,Medical,621,41.72,No,Approved,19436.3
CLM010745,CUST015866,POL0479772,31,Male,East,Auto,4359.87,45798.18,34287.26,Medical,724,28.57,No,Approved,28866.29
CLM010746,CUST017020,POL0354984,43,Male,North,Auto,621.54,77558.11,33557.44,Medical,617,9.62,No,Approved,20168.69
CLM010747,CUST018090,POL0753508,19,Male,South,Life,2289.47,32956.82,34494.43,Medical,507,91.42,Yes,Under Review,27443.58
CLM010748,CUST012741,POL0350235,73,Female,North,Auto,3192.36,46458.88,17071.87,Theft,481,57.47,No,Rejected,12802.42
CLM010749,CUST009115,POL0040324,62,Male,East,Auto,2606.36,54358.53,1339.72,Property,734,26.68,No,Approved,1050.16
CLM010750,CUST015472,POL0242238,44,Female,North,Auto,4215.57,10669.15,10462.65,Accident,625,61.81,No,Approved,7180.64
CLM010751,CUST000081,POL0877218,40,Female,West,Auto,2078.24,8299.38,35085.37,Theft,496,46.86,No,Approved,25711.13
CLM010752,CUST016347,POL0625687,42,Female,East,Auto,250.2,74052.15,6424.78,Medical,818,3.19,No,Approved,4895.27
CLM010753,CUST009910,POL0706544,31,Female,South,Auto,4497.26,83672.76,36412.12,Accident,798,48.48,No,Approved,25466.37
CLM010754,CUST015165,POL0154415,66,Female,South,Life,3620.79,98476.54,17855.3,Accident,503,78.83,Yes,Under Review,17333.91
CLM010755,CUST011496,POL0220961,22,Female,North,Auto,2001.63,88290.24,1705.54,Accident,704,88.27,Yes,Under Review,1676.15
CLM010756,CUST003401,POL0000304,79,Female,East,Life,4364.19,90752.2,45003.37,Accident,313,48.24,No,Approved,40424.09
CLM010757,CUST013428,POL0075169,66,Male,East,Life,528.65,94026.26,15714.69,Property,790,2.16,No,Approved,14906.36
CLM010758,CUST001599,POL0489738,39,Female,East,Health,1481.1,54881.02,29711.61,Property,345,68.53,No,Rejected,21358.25
CLM010759,CUST009496,POL0177891,49,Male,North,Auto,3463.29,96400.01,561.69,Medical,393,71.58,No,Rejected,360.7
CLM010760,CUST006115,POL0851946,45,Female,West,Life,2994.12,51062.9,49212.03,Medical,705,12.69,No,Approved,48178.24
CLM010761,CUST009943,POL0043283,52,Female,East,Health,4544.14,77245.88,5454.02,Property,472,6.37,No,Approved,3281.97
CLM010762,CUST011894,POL0681510,21,Male,East,Home,1677.75,87312.57,3759.36,Property,497,83.7,Yes,Under Review,3105.04
CLM010763,CUST015903,POL0143318,70,Male,East,Health,435.32,91034.7,44159.55,Property,507,61.89,No,Approved,40952.51
CLM010764,CUST012661,POL0039579,19,Male,West,Life,1139.41,66835.02,30246.89,Property,509,3.31,No,Approved,21731.56
CLM010765,CUST014937,POL0671888,69,Male,South,Home,2760.84,24990.89,38017.5,Property,711,50.21,No,Rejected,37068.97
CLM010766,CUST005096,POL0525092,37,Male,West,Health,2278.93,60541.13,44262.68,Theft,658,5.54,No,Approved,41579.07
CLM010767,CUST016272,POL0278096,63,Female,West,Health,965.4,12130.28,24131.48,Medical,397,37.69,No,Rejected,17457.76
CLM010768,CUST000687,POL0043267,34,Male,South,Health,4787.96,72804.15,8424.46,Accident,680,3.78,No,Approved,4726.6
CLM010769,CUST018806,POL0135394,75,Female,South,Home,3448.82,51134.02,28295.86,Accident,834,7.19,No,Approved,14374.6
CLM010770,CUST014060,POL0820101,50,Male,North,Home,3357.8,98470.82,45310.61,Property,610,58.29,No,Rejected,25896.93
CLM010771,CUST010208,POL0509564,38,Male,South,Life,2173.44,77959.4,34504.52,Theft,647,68.03,No,Approved,34420.87
CLM010772,CUST014431,POL0061938,35,Female,North,Auto,1095.72,47604.67,19061.93,Medical,651,71.56,No,Approved,13534.84
CLM010773,CUST016456,POL0737888,66,Female,North,Home,4206.05,45263.34,5556.16,Accident,759,39.22,No,Approved,5486.3
CLM010774,CUST009570,POL0596932,32,Male,West,Auto,1621.15,7668.38,43532.41,Accident,788,89.49,Yes,Under Review,32118.72
CLM010775,CUST006937,POL0430518,46,Male,East,Health,3618.86,58230.67,33957.48,Medical,440,18.27,No,Approved,24546.91
CLM010776,CUST005931,POL0638819,23,Female,East,Home,4966.48,90760.78,3108.61,Accident,430,79.44,Yes,Under Review,1722.93
CLM010777,CUST009321,POL0811332,54,Female,West,Home,3766.27,21530.25,28284.84,Theft,336,51.95,No,Approved,22134.8
CLM010778,CUST002414,POL0130279,25,Female,South,Home,1667.29,84125.91,44086.73,Accident,563,35.8,No,Approved,32031.9
CLM010779,CUST017663,POL0389914,38,Male,North,Auto,2553.72,91484.07,17736.86,Theft,594,53.56,No,Approved,16635.92
CLM010780,CUST013697,POL0418438,48,Male,North,Life,1352.92,64464.04,9164.61,Theft,437,75.69,Yes,Under Review,8689.56
CLM010781,CUST003691,POL0393716,73,Female,West,Life,4165.74,76919.8,37252.83,Theft,447,0.17,No,Approved,35688.71
CLM010782,CUST002590,POL0480675,61,Female,North,Life,3515.74,8698.34,10552.64,Theft,425,23.08,No,Rejected,9072.18
CLM010783,CUST009430,POL0777232,34,Male,East,Health,1815.37,32951.19,49568.11,Accident,685,56.74,No,Approved,46154.26
CLM010784,CUST004199,POL0780856,25,Male,West,Life,4137.45,18098.32,45877.12,Accident,389,16.61,No,Approved,37468.25
CLM010785,CUST002240,POL0838511,52,Male,North,Home,2341.64,96998.45,32612.67,Property,353,51.18,No,Approved,30795.99
CLM010786,CUST008476,POL0843323,32,Male,West,Life,2970.55,98493.09,26592.47,Theft,602,56.69,No,Approved,13367.67
CLM010787,CUST017836,POL0480850,38,Female,North,Health,1718.7,72270.34,8308.71,Theft,613,60.88,No,Approved,8133.04
CLM010788,CUST017176,POL0637028,23,Female,North,Home,3362.63,8588.82,25194.64,Accident,595,45.85,No,Approved,19210.57
CLM010789,CUST007432,POL0635132,19,Male,West,Auto,1977.54,31218.82,7618.74,Theft,611,77.16,Yes,Under Review,6710.04
CLM010790,CUST015912,POL0441410,65,Male,East,Auto,908.86,29444.94,30578.14,Accident,581,62.31,No,Approved,16806.11
CLM010791,CUST003627,POL0521729,48,Female,West,Health,455.45,74176.56,31347.33,Theft,837,69.76,No,Rejected,24558.82
CLM010792,CUST005627,POL0404669,18,Female,West,Home,423.07,11165.69,38918.9,Accident,629,29.4,No,Approved,26828.04
CLM010793,CUST006144,POL0162066,70,Female,West,Home,2097.72,37805.31,1104.31,Property,538,11.99,No,Approved,553.88
CLM010794,CUST008215,POL0888168,18,Male,North,Auto,2855.28,62518.33,10407.12,Accident,667,36.32,No,Approved,7170.97
CLM010795,CUST017120,POL0450091,74,Female,East,Auto,4820.49,43041.04,22717.22,Theft,544,1.77,No,Approved,14867.15
CLM010796,CUST004061,POL0512466,51,Male,South,Home,407.14,41565.95,7164.65,Accident,567,51.23,No,Approved,6391.21
CLM010797,CUST007805,POL0327559,55,Female,South,Health,4299.95,81823.67,1473.88,Theft,495,97.31,Yes,Under Review,842.32
CLM010798,CUST012011,POL0184659,38,Female,South,Health,2554.73,59349.24,20416.3,Theft,627,51.17,No,Approved,13215.72
CLM010799,CUST001056,POL0066308,58,Male,West,Health,4269.36,18195.72,35273.15,Theft,321,81.67,Yes,Under Review,20850.78
CLM010800,CUST015005,POL0462548,63,Female,North,Health,776.89,18129.21,14676.9,Theft,649,48.26,No,Approved,11719.9
CLM010801,CUST009908,POL0482992,65,Male,West,Health,2271.05,65533.48,3977.85,Medical,669,46.56,No,Approved,2317.34
CLM010802,CUST008771,POL0810883,25,Male,North,Home,1466.64,92702.68,32283.61,Property,470,70.99,No,Approved,26039.05
CLM010803,CUST018805,POL0389789,63,Male,East,Health,4626.16,57304.71,18222.96,Medical,798,57.0,No,Approved,11350.21
CLM010804,CUST011194,POL0638175,50,Male,North,Auto,3628.03,62116.9,20885.84,Accident,663,88.2,Yes,Under Review,11898.53
CLM010805,CUST003730,POL0230088,67,Female,West,Auto,503.82,87897.19,13314.69,Property,456,18.91,No,Approved,8469.85
CLM010806,CUST015096,POL0725635,38,Female,South,Home,1291.61,24129.2,8077.37,Property,817,25.79,No,Approved,5490.26
CLM010807,CUST019499,POL0698981,18,Female,North,Auto,4875.19,56184.63,37046.91,Medical,551,1.29,No,Approved,20829.22
CLM010808,CUST014335,POL0148595,79,Female,South,Home,4877.52,28379.23,10327.32,Property,568,34.14,No,Approved,10324.65
CLM010809,CUST002821,POL0102389,63,Male,West,Life,1320.2,34246.31,16013.5,Property,593,72.37,No,Approved,14351.15
CLM010810,CUST001129,POL0663648,65,Female,East,Auto,4489.44,60287.55,12693.34,Theft,580,76.48,Yes,Under Review,11774.48
CLM010811,CUST013666,POL0147311,65,Male,East,Auto,836.78,16902.07,14970.03,Theft,358,53.72,No,Rejected,8980.42
CLM010812,CUST007803,POL0257466,66,Male,North,Auto,1175.33,25572.41,18735.46,Theft,741,32.9,No,Approved,9903.3
CLM010813,CUST016104,POL0426127,38,Male,West,Home,2052.48,7549.5,23375.57,Accident,653,50.27,No,Approved,18118.52
CLM010814,CUST006149,POL0088219,34,Male,East,Home,399.87,60176.14,31142.1,Medical,687,5.95,No,Rejected,16292.94
CLM010815,CUST012388,POL0236508,70,Female,West,Life,3369.78,36537.83,7139.74,Property,302,41.31,No,Approved,4488.24
CLM010816,CUST003748,POL0860348,29,Male,East,Life,921.04,83744.59,548.41,Theft,799,8.26,No,Approved,546.28
CLM010817,CUST000331,POL0651233,41,Female,West,Home,3483.54,92823.72,33368.44,Medical,729,72.97,No,Approved,22829.14
CLM010818,CUST007003,POL0862434,22,Female,East,Life,4704.22,83320.4,4597.99,Accident,371,13.49,No,Approved,2614.5
CLM010819,CUST016215,POL0795418,34,Male,West,Health,4543.56,47563.98,40479.86,Accident,483,68.16,No,Approved,32137.66
CLM010820,CUST018523,POL0031127,47,Female,West,Health,2508.18,71217.98,918.2,Medical,829,8.02,No,Approved,779.09
CLM010821,CUST013992,POL0713179,67,Male,East,Home,4444.18,26659.68,32242.63,Property,796,18.95,No,Rejected,30212.49
CLM010822,CUST019184,POL0400108,79,Female,West,Home,4761.36,18074.93,25783.39,Accident,352,48.63,No,Approved,19601.01
CLM010823,CUST005517,POL0692908,37,Male,West,Auto,3096.24,16437.46,22932.21,Property,385,8.72,No,Approved,16713.34
CLM010824,CUST000149,POL0121387,58,Female,North,Life,2845.35,23510.34,44921.81,Property,738,27.33,No,Approved,37798.2
CLM010825,CUST018876,POL0213843,30,Female,South,Auto,670.15,18458.91,33811.07,Theft,419,98.67,Yes,Under Review,33468.55
CLM010826,CUST014303,POL0550416,62,Female,East,Health,1448.97,45512.21,41978.7,Theft,328,32.38,No,Rejected,35305.36
CLM010827,CUST008770,POL0335598,37,Male,North,Health,2489.26,12766.2,33122.97,Accident,317,0.41,No,Approved,29840.7
CLM010828,CUST003141,POL0790636,65,Female,West,Auto,3316.3,62538.41,41661.33,Medical,375,65.7,No,Approved,37643.66
CLM010829,CUST010869,POL0246035,59,Female,West,Health,4565.21,28821.4,33538.93,Theft,467,41.3,No,Approved,27893.96
CLM010830,CUST014037,POL0380695,78,Female,South,Home,1974.39,77975.04,40211.86,Accident,656,78.88,Yes,Under Review,23880.92
CLM010831,CUST003630,POL0206940,20,Female,West,Auto,1979.0,79766.68,34393.69,Medical,687,8.32,No,Approved,34108.22
CLM010832,CUST004736,POL0499220,78,Female,South,Life,3834.67,69891.3,6441.36,Property,735,22.45,No,Approved,3421.08
CLM010833,CUST017354,POL0086495,62,Female,North,Auto,2380.9,89536.41,33945.03,Property,323,65.32,No,Approved,17645.35
CLM010834,CUST019312,POL0371200,54,Male,South,Home,4887.28,23704.62,21290.82,Accident,774,7.23,No,Approved,13230.1
CLM010835,CUST006906,POL0639720,39,Female,South,Auto,3587.25,99131.04,5358.47,Property,705,19.97,No,Approved,5160.47
CLM010836,CUST018225,POL0778789,36,Female,East,Health,1295.68,14254.9,10997.8,Theft,723,66.54,No,Approved,5723.74
CLM010837,CUST002144,POL0361847,75,Male,East,Auto,2006.19,77759.18,10882.95,Medical,674,85.55,Yes,Under Review,8946.13
CLM010838,CUST009687,POL0232164,59,Female,West,Home,3593.17,88149.59,9701.92,Medical,804,91.33,Yes,Under Review,9504.84
CLM010839,CUST001121,POL0112769,18,Female,West,Health,1260.58,80920.38,14752.99,Property,578,17.9,No,Approved,9412.93
CLM010840,CUST009833,POL0439010,47,Female,East,Auto,1918.42,43250.14,19442.28,Theft,833,34.37,No,Approved,12938.36
CLM010841,CUST016562,POL0092967,27,Male,North,Auto,1942.58,45339.92,41139.13,Accident,742,81.36,Yes,Under Review,40877.77
CLM010842,CUST002975,POL0018752,44,Male,South,Life,1553.63,19600.85,589.28,Theft,772,11.64,No,Approved,538.22
CLM010843,CUST016701,POL0003523,30,Female,East,Home,3233.95,6877.49,41073.85,Accident,787,61.65,No,Approved,24734.07
CLM010844,CUST013412,POL0707565,40,Male,West,Home,3811.56,46118.58,34786.55,Medical,514,38.94,No,Approved,34743.08
CLM010845,CUST002481,POL0677654,43,Female,East,Home,1930.29,72783.17,13495.39,Accident,641,23.03,No,Approved,10798.67
CLM010846,CUST006567,POL0408844,19,Male,East,Home,3311.85,95214.43,39542.86,Theft,436,15.38,No,Approved,35967.48
CLM010847,CUST006298,POL0863628,58,Female,North,Life,2364.02,54000.54,46599.98,Accident,830,6.59,No,Approved,31681.84
CLM010848,CUST013454,POL0131435,53,Female,North,Health,1975.34,7699.0,32841.28,Property,330,7.66,No,Rejected,32122.82
CLM010849,CUST015651,POL0244158,48,Female,West,Home,418.8,36615.87,37733.86,Medical,675,43.77,No,Rejected,31033.99
CLM010850,CUST010617,POL0447191,67,Male,West,Life,2633.52,56926.68,47051.21,Accident,802,43.66,No,Approved,36426.88
CLM010851,CUST016226,POL0130719,53,Female,East,Life,4762.62,40519.06,23040.03,Accident,713,49.83,No,Approved,15988.23
CLM010852,CUST008359,POL0211127,28,Male,East,Life,3694.88,50653.36,46984.47,Accident,645,60.61,No,Approved,45961.07
CLM010853,CUST019904,POL0036746,78,Female,North,Health,4659.17,31445.51,27879.48,Accident,710,58.35,No,Approved,26793.88
CLM010854,CUST005700,POL0347507,67,Male,West,Auto,995.58,77503.86,33324.44,Medical,796,56.8,No,Approved,19608.44
CLM010855,CUST018892,POL0173791,69,Female,West,Home,3635.45,75492.95,44307.67,Theft,461,42.36,No,Approved,27713.27
CLM010856,CUST013760,POL0089445,18,Male,South,Health,2013.42,91802.0,47958.66,Property,816,99.68,Yes,Under Review,28716.83
CLM010857,CUST004450,POL0841697,24,Male,South,Home,4274.3,16408.25,41383.74,Accident,487,39.39,No,Approved,27591.78
CLM010858,CUST006300,POL0096930,65,Male,North,Life,4774.86,88781.78,35550.41,Accident,672,83.37,Yes,Under Review,34860.16
CLM010859,CUST016596,POL0085329,69,Male,South,Home,3254.71,96915.22,43473.99,Accident,793,9.23,No,Approved,29158.22
CLM010860,CUST013730,POL0770144,22,Male,South,Health,507.75,90412.84,47267.65,Accident,589,32.97,No,Approved,33739.27
CLM010861,CUST015506,POL0341543,55,Male,East,Health,4247.26,52726.26,37374.02,Medical,823,68.48,No,Approved,27203.92
CLM010862,CUST011840,POL0145765,33,Female,South,Home,1004.53,98132.77,7530.67,Property,508,36.96,No,Approved,7473.48
CLM010863,CUST007982,POL0293789,71,Female,West,Auto,2452.62,85170.07,36775.83,Theft,721,86.87,Yes,Under Review,24852.07
CLM010864,CUST019225,POL0264220,48,Male,East,Life,2914.51,28932.94,21887.18,Theft,500,28.84,No,Approved,12677.06
CLM010865,CUST002845,POL0370902,64,Male,North,Health,443.54,24043.87,36658.55,Property,465,90.37,Yes,Under Review,26627.84
CLM010866,CUST016783,POL0876695,59,Male,South,Health,2668.03,5322.16,11124.83,Medical,639,3.46,No,Approved,8890.77
CLM010867,CUST015354,POL0549211,32,Male,West,Life,2336.61,43909.58,28874.25,Property,829,97.6,Yes,Under Review,17536.04
CLM010868,CUST001357,POL0464419,60,Female,South,Life,3979.86,95152.44,36739.29,Theft,434,31.57,No,Approved,31943.25
CLM010869,CUST009270,POL0036205,62,Female,West,Life,3908.41,59819.12,24623.28,Medical,303,62.84,No,Approved,23223.09
CLM010870,CUST011556,POL0435621,77,Male,East,Life,4932.68,20237.18,33337.59,Accident,591,24.29,No,Rejected,24427.65
CLM010871,CUST015675,POL0868990,32,Male,North,Life,271.93,29067.02,35056.94,Property,577,54.66,No,Approved,20715.53
CLM010872,CUST001355,POL0022490,71,Male,East,Auto,4592.28,91726.88,47862.38,Medical,793,49.96,No,Rejected,25319.08
CLM010873,CUST016698,POL0353323,18,Male,South,Life,4199.42,8160.42,1932.4,Accident,641,10.25,No,Approved,1290.53
CLM010874,CUST013162,POL0697565,25,Male,North,Home,2186.08,79745.63,26756.36,Property,354,45.14,No,Approved,16926.48
CLM010875,CUST008754,POL0405742,21,Female,East,Health,2718.88,63551.8,23291.73,Accident,486,54.12,No,Approved,18773.46
CLM010876,CUST015941,POL0343003,27,Male,North,Health,4273.76,58411.03,41485.57,Property,628,98.76,Yes,Under Review,21288.91
CLM010877,CUST013861,POL0308018,61,Female,South,Life,4308.66,83727.98,40735.21,Theft,569,7.58,No,Approved,26083.82
CLM010878,CUST018603,POL0671052,40,Female,South,Home,330.01,82582.27,46048.48,Theft,464,9.18,No,Rejected,31507.77
CLM010879,CUST017669,POL0878151,20,Female,South,Life,799.61,22592.24,10647.27,Property,565,60.1,No,Approved,8954.1
CLM010880,CUST003241,POL0478915,20,Female,East,Auto,2882.04,97774.13,38779.98,Property,836,89.5,Yes,Under Review,32205.0
CLM010881,CUST009150,POL0147594,50,Female,North,Home,1813.95,26482.11,43376.82,Property,603,14.03,No,Rejected,39521.49
CLM010882,CUST001927,POL0830000,50,Female,South,Auto,2745.66,87466.42,7989.46,Accident,595,64.92,No,Approved,5470.77
CLM010883,CUST016884,POL0317072,25,Female,North,Auto,1778.47,76508.23,550.33,Theft,651,53.12,No,Approved,502.39
CLM010884,CUST014151,POL0017325,39,Female,East,Health,4655.53,59370.64,42425.04,Theft,662,69.44,No,Approved,27403.78
CLM010885,CUST011378,POL0844674,45,Female,East,Life,3474.74,14600.09,23915.51,Accident,528,63.44,No,Approved,18713.71
CLM010886,CUST007594,POL0197277,79,Female,East,Home,3747.71,5777.11,49615.58,Medical,825,65.03,No,Approved,27734.0
